cat,a_cat,b_cat,to_x,to_y
89,1023,1,259329.911618026,4970617.04391359
90,293,1,258787.573133016,4969828.8100502
91,353,1,271377.846789038,4971822.76516083
92,954,1,271786.003000428,4971833.29506081
93,87,1,243190.80964415,5007877.12040882
94,2149,1,258639.893706029,4995613.14517728
95,538,1,244259.870313784,5003425.50568703
96,270,1,251291.292286494,4987111.75927951
97,1687,1,252718.986644492,4987040.29984852
98,157,1,257116.542974392,4991257.7193529
99,1994,1,287023.110444152,4968051.42829998
100,1403,1,286149.121511575,4971064.13035937
101,87,1,243074.659593166,5002670.34051356
102,1987,1,277861.450007061,4973212.38979017
103,1046,1,256293.357052812,4991525.0567131
104,1533,1,238405.145044259,4992541.8029495
105,721,1,237835.066260222,4990952.41810234
106,1008,1,273574.569732648,4979773.76964539
107,198,1,276368.757971086,4967575.78928328
108,592,1,274340.616686934,4966894.91614304
109,1142,1,276282.857319563,4966082.81877548
110,1142,1,276279.642641814,4966022.83739487
111,1227,1,268596.793474891,4973317.53927065
112,127,1,267771.994800982,4977465.41943511
113,1987,1,285899.6945,4972958.5174522
114,236,1,289440.440416003,4972226.63632673
115,1987,1,288760.768348207,4972861.13355279
116,1168,1,256448.49035803,4965871.94163554
117,1551,1,274464.405009576,4981326.85999847
118,1578,1,254406.260735531,4991854.62669085
119,1684,1,255224.936901978,4990171.36594122
120,424,1,234374.386480773,4987802.23579144
121,237,1,253877.540680611,4992445.98473692
122,204,1,236754.140106446,4982844.18536627
123,468,1,278074.044227052,4969365.98528696
124,1011,1,274951.438748129,4970338.3625772
125,360,1,273351.12935839,4970136.61765819
126,1807,1,273082.466247917,4965321.85358192
127,1742,1,268387.139985447,4968552.1746712
128,1742,1,268347.555800962,4967660.11004222
129,2277,1,268330.268114371,4967713.49787922
130,1233,1,273478.546983042,4973960.76945824
131,129,1,272393.271361638,4981450.30050044
132,1008,1,272343.261422725,4979793.88466881
133,1013,1,266931.327564823,4976737.14083042
134,2207,1,252080.163849253,4986654.22872019
135,129,1,267960.333131898,4981621.16075316
136,1169,1,263278.211480043,4975359.51652895
137,299,1,262594.602415266,4973723.71199765
138,105,1,247941.347232118,4995268.40847787
139,2167,1,247540.825449022,4995523.98335
140,460,1,265195.968964497,4991308.65298413
141,3,1,248066.532922581,4971127.16592814
142,3,1,247516.403592159,4971154.84178255
143,812,1,252945.61073211,4998259.55118732
144,237,1,254088.767083394,4997507.79939172
145,1037,1,261317.740599076,4989952.92221531
146,409,1,243894.987939412,4983592.20345432
147,830,1,265723.831575804,4991785.24619942
148,1281,1,235218.473473885,4992607.69292488
149,538,1,249127.256809576,5003237.77782211
150,1896,1,246434.612028731,5001732.48242091
151,87,1,243029.773175592,5001661.8318826
152,157,1,256888.822268337,4985163.62695777
153,1132,1,283767.844057676,4971380.19704754
154,203,1,284714.375809029,4972756.97825811
155,2224,1,279522.352116162,4965898.78789604
156,1703,1,282091.516111623,4966535.08891729
157,1708,1,275248.885977154,4970097.9412172
158,1367,1,275451.459261693,4965260.56978505
159,1742,1,268416.883220458,4969046.9056668
160,1315,1,264842.257636342,4959918.51669522
161,1726,1,264819.69786146,4959109.67972333
162,1315,1,264804.85208932,4959089.93563504
163,1805,1,268184.689363038,4963691.98086362
164,718,1,268155.751147182,4962606.4372837
165,1805,1,268127.322658336,4962245.9330162
166,1744,1,260191.338909119,4963192.72619089
167,949,1,269914.295688327,4966540.3950169
168,1554,1,269351.283172387,4975887.47135225
169,435,1,267937.820775233,4976713.74277173
170,1554,1,269351.629760398,4975344.88576133
171,1008,1,270740.827110702,4979864.41309079
172,129,1,265804.648204623,4981744.90305236
173,1008,1,264973.641468352,4980118.32801874
174,1829,1,259965.13869992,4990024.22420629
175,1571,1,259418.180870283,4990242.31423132
176,398,1,241603.694131143,5006053.24425332
177,398,1,241642.242854926,5007558.88709889
178,245,1,254615.079978082,4998211.95618477
179,2087,1,262991.142324182,4993157.03544937
180,2087,1,262760.515132085,4993163.73109054
181,2087,1,262075.519458942,4993200.91187579
182,1332,1,263583.877499135,4992262.01151413
183,733,1,235861.229605822,4992180.57532264
184,765,1,257680.455283603,4990102.06411423
185,157,1,257001.863722986,4988537.91319134
186,1096,1,255207.220987004,5003038.84483233
187,1132,1,278935.6814,4971515.13612803
188,468,1,278168.638636509,4971564.55239477
189,943,1,275012.744596428,4971552.4927664
190,1987,1,277018.629430172,4973250.24235014
191,1805,1,268225.825004684,4964679.04835574
192,1700,1,263724.603606125,4965639.67152274
193,241,1,248703.934644079,5000038.33147659
194,812,1,248441.565089339,4998429.66823816
195,246,1,246863.116898368,4998499.49769696
196,198,1,276457.013644774,4969553.36304402
197,1994,1,283375.531659586,4968135.62466302
198,2087,1,253686.211004862,4993520.14145175
199,463,1,256016.600709612,4991794.69129017
200,724,1,232593.119417435,4989495.80758105
201,1780,1,246450.189642144,5006564.24138206
202,86,1,244739.139248912,5006578.92280233
203,1084,1,255807.562859665,4999552.2297602
204,1281,1,233062.009202918,4992709.438476
205,725,1,251202.477254613,4990387.22695029
206,1006,1,274370.785722128,4979347.90465059
207,621,1,248100.615179719,4969509.35337818
208,398,1,247476.504528389,4970466.35018202
209,1346,1,264489.547654752,4963983.23217828
210,438,1,267834.6313964,4975148.51889587
211,1227,1,268205.280611007,4973559.52535806
212,847,1,250959.951381432,5000340.1276751
213,838,1,250762.69645449,5001587.12310619
214,1662,1,251846.07917735,5002001.1883589
215,2167,1,247990.95175523,5006920.9275209
216,1096,1,254875.280936343,5003060.08030834
217,1403,1,286008.644429227,4967280.43708084
218,1640,1,282869.270896979,4967872.89028744
219,1703,1,279599.089915737,4966654.75184276
220,1993,1,275654.406117593,4970006.5243411
221,359,1,273304.002787106,4969337.51115748
222,1403,1,286192.977937368,4972484.63972799
223,1950,1,258737.529075145,4969024.35843045
224,434,1,272632.66294729,4978189.3622243
225,752,1,270964.505819336,4971470.88403737
226,87,1,243159.972535756,5007204.55422545
227,435,1,275633.895211057,4976478.61221955
228,435,1,273900.625949175,4976523.19030726
229,725,1,251664.108737695,4990365.05709586
230,567,1,252635.066812924,4991946.38304856
231,2167,1,247532.543112116,4994728.79075071
232,353,1,269719.048534113,4971874.38065704
233,1554,1,270149.12116126,4971267.50661994
234,127,1,267740.153433954,4976698.42836292
235,1806,1,271637.576832938,4982764.92796214
236,1994,1,275727.311948201,4968400.12397453
237,1700,1,257444.976894019,4965831.69323867
238,425,1,235214.731018836,4986147.32320244
239,436,1,271228.204256447,4975000.12859084
240,129,1,270892.187812904,4981505.84974827
241,2167,1,247796.122005455,5001567.6551929
242,468,1,277955.462161662,4965913.11713824
243,300,1,265124.92764224,4966216.07856412
244,601,1,261559.463354574,4963516.74805562
245,2269,1,278283.460645951,4974768.28124928
246,839,1,250265.210641533,5002506.20043426
247,1896,1,248964.648625109,5001630.92589175
248,1856,1,261835.653670695,4963974.28496069
249,237,1,253819.66460578,4990930.71583271
