cat,a_cat,a_osm_id,a_code,a_fclass,a_name,a_ref,a_oneway,a_maxspeed,a_layer,a_bridge,a_tunnel,b_cat,to_x,to_y
58,335676,"147307228",5122,"residential","346th Street",,"B",0,0,"F","F",1,243960.313907695,5005941.78567332
59,132443,"18130100",5121,"unclassified","County Highway 61","CR 61","B",0,0,"F","F",1,244421.81818131,4973203.27742412
60,132419,"18130072",5115,"tertiary","261st Avenue","CR 21","B",0,0,"F","F",1,254125.175918229,4998423.43574932
61,133072,"18130873",5115,"tertiary","County Highway 16",,"B",0,0,"F","F",1,264690.419953334,4983346.68848958
62,550078,"733583073",5122,"residential","220th Street",,"B",0,0,"F","F",1,263780.071536801,4984962.99164432
63,131391,"18128803",5113,"primary","State Highway 40","MN 40","B",0,0,"F","F",1,257597.53340814,4988491.90812166
64,133054,"18130855",5122,"residential","281st Avenue",,"B",0,0,"F","F",1,257084.361133425,4990216.747
65,131456,"18128880",5122,"residential","186th Street",,"B",0,0,"F","F",1,279988.71496909,4978742.17813274
66,131517,"18128950",5141,"service",,,"B",0,0,"F","F",1,279049.781148879,4976742.63906914
67,131583,"18129023",5122,"residential","170th Street",,"B",0,0,"F","F",1,279038.436396224,4976346.90603204
68,132759,"18130488",5115,"tertiary","County Highway 26","CR 26","B",0,0,"F","F",1,265889.386845349,4993012.34322916
69,131937,"18129487",5121,"unclassified","341st Avenue",,"B",0,0,"F","F",1,266797.934589526,4991763.56509789
70,131155,"18128536",5122,"residential","250th Street",,"B",0,0,"F","F",1,269617.303322367,4989622.9984782
71,132541,"18130224",5115,"tertiary","County Highway 21","CR 21","B",0,0,"F","F",1,254360.225446681,5003869.45062544
72,131250,"18128644",5122,"residential","201st Avenue",,"B",0,0,"F","F",1,244614.693323399,5000861.18617301
73,132974,"18130747",5115,"tertiary","271st Avenue","CR 21","B",0,0,"F","F",1,255434.728955116,4990316.72525696
74,746030,"975059923",5122,"residential","260th Avenue",,"B",0,0,"F","F",1,241062.100374264,4963328.51861676
75,132441,"18130098",5115,"tertiary","County Highway 35","CR 35","B",0,0,"F","F",1,274184.490860768,4975279.73728457
76,132805,"18130543",5121,"unclassified","County Road 67",,"B",0,0,"F","F",1,255244.97043478,4999787.36197703
77,132651,"18130360",5122,"residential","141st Avenue",,"B",0,0,"F","F",1,234196.21802714,4990718.3390201
78,274450,"18300244",5122,"residential","480th Street",,"B",0,0,"F","F",1,287777.962408096,4971406.16548137
79,132481,"18130144",5115,"tertiary","County Road 77","CR 77","B",0,0,"F","F",1,273241.435821897,4967889.54704001
80,131051,"18128414",5122,"residential","170th Street",,"B",0,0,"F","F",1,265223.320716049,4976825.13541302
81,291030,"52161289",5113,"primary",,"US 212","B",0,0,"F","F",1,275212.55506789,4979739.5519891
82,131063,"18128430",5113,"primary",,"US 75","B",0,0,"F","F",1,247445.292137099,4969804.757457
