cat,a_cat,b_cat,to_x,to_y
331,845,1,422504.077214116,4850560.28002914
332,2068,1,422202.252832456,4853783.00952391
333,946,1,428499.655849181,4839658.85904852
334,946,1,428391.21123022,4832444.69206181
335,946,1,428345.762307324,4829576.38159824
336,2366,1,410181.843289136,4836228.4100071
337,349,1,410716.758838871,4835937.19524323
338,2526,1,411140.559959967,4836030.56757433
339,2235,1,418959.044055675,4848961.50120617
340,1096,1,398731.892748579,4855757.52693591
341,3400,1,398731.892748579,4855757.52693591
342,2395,1,398731.892748579,4855757.52693591
343,1890,1,398731.892748579,4855757.52693591
344,2051,1,398731.892748579,4855757.52693591
345,3399,1,398731.892748579,4855757.52693591
346,2053,1,398731.892748579,4855757.52693591
347,1891,1,398731.892748579,4855757.52693591
348,4295,1,398731.872752855,4855757.52736706
349,2052,1,398731.892748579,4855757.52693591
350,3401,1,398731.892748579,4855757.52693591
351,1408,1,398731.892748579,4855757.52693591
352,2364,1,398849.894536304,4854091.93622719
353,795,1,398438.408935362,4857366.6374142
354,2695,1,398731.872752855,4855757.52736706
355,2336,1,402083.71002006,4858618.3228399
356,4299,1,401887.122034725,4858911.99688569
357,958,1,449334.185085831,4837999.95175732
358,406,1,449394.208846907,4839517.53386267
359,318,1,419784.965230188,4840924.98439346
360,653,1,419784.965230188,4840924.98439346
361,2503,1,401802.336736197,4854029.3711027
362,1256,1,427787.249708145,4816703.20856408
363,1197,1,427787.249708145,4816703.20856408
364,2255,1,437042.754444246,4849688.88939822
365,948,1,417837.439303535,4845773.86405686
366,1920,1,418899.344264995,4844777.01553015
367,320,1,425191.136408724,4833366.22651968
368,961,1,425810.258412458,4833690.32715244
369,394,1,446196.374762732,4845082.3396789
370,2225,1,418362.611844361,4826475.58601434
371,946,1,428432.589522246,4834465.85655678
372,1066,1,399315.606149054,4817110.56577604
373,2680,1,407291.889909261,4823502.79694295
374,919,1,399254.694322907,4826489.13264181
375,2508,1,396052.682412618,4827621.0032677
376,1252,1,399168.686166831,4821350.69041567
377,1265,1,395403.575108782,4825240.94922958
378,932,1,395326.100467598,4826834.60110219
379,466,1,418512.994257782,4819430.27216692
380,2308,1,417034.2253,4821666.57593059
381,2260,1,446195.22268788,4843875.71187386
382,1943,1,446064.984499284,4843964.93460239
383,1634,1,416528.762053242,4848422.44874506
384,471,1,426025.1386,4834353.23954154
385,2198,1,425791.892707858,4833660.89437799
386,961,1,422800.301102446,4833650.34103716
387,1955,1,446133.125055852,4843916.68626802
388,1293,1,418362.611844361,4826475.58601434
389,2308,1,414129.422993745,4821704.48936812
390,1069,1,406430.409441008,4820214.63673364
391,2225,1,413033.600203809,4826545.70923685
392,866,1,399191.036947763,4821722.4046152
393,2198,1,398684.729054647,4821943.20526292
394,935,1,396765.863516506,4822381.81555192
395,2199,1,393225.957379236,4820435.43789682
396,958,1,401140.848236933,4829149.84065262
397,1109,1,401140.848236933,4829149.84065262
398,1132,1,423763.776480788,4848378.73302965
399,2520,1,443469.995786494,4842613.09731995
400,727,1,444588.45972223,4843902.0472
401,2255,1,441282.582975266,4836036.58468381
402,1826,1,429355.581085827,4844423.48444001
403,962,1,411117.732102879,4836025.61994528
404,2593,1,438229.602035736,4849385.69737527
405,305,1,396052.682412618,4827621.0032677
406,1938,1,446064.984499284,4843964.93460239
407,2235,1,418932.579541455,4847357.66077044
408,1920,1,418932.579541455,4847357.66077044
409,851,1,420139.988995835,4847385.1237753
410,1880,1,397249.238980943,4821949.78220256
411,1014,1,442952.31492249,4841872.47171119
412,1943,1,444560.700509299,4843883.67126836
413,393,1,444588.45972223,4843902.0472
414,409,1,419061.410510906,4847376.02141059
415,409,1,420548.409681191,4847361.01523701
416,310,1,397566.6951721,4821945.68800306
