cat,a_cat,b_cat,to_x,to_y
462,1636,1,226658.005512578,5257295.86524161
463,1405,1,228269.278520679,5257214.22003132
464,1175,1,227773.057366961,5257239.36417526
465,1175,1,227409.116164784,5257257.82555495
466,426,1,229259.608581197,5257175.33570411
467,426,1,228708.769451251,5257196.98108094
468,421,1,234734.386972995,5256156.45928477
469,1175,1,231616.857799426,5257074.43961405
470,547,1,236345.526949296,5256082.96117984
471,293,1,229817.013021666,5228145.01337558
472,353,1,229817.013021666,5228145.01337558
473,2484,1,231379.407700054,5228068.90834502
474,289,1,239645.157779244,5230922.98138166
475,3734,1,226615.739567593,5228284.02123897
476,194,1,232919.369369819,5226391.00785464
477,78,1,231317.565658408,5226463.81478052
478,293,1,229749.831653266,5226538.56567335
479,1003,1,220425.063731533,5260809.06653807
480,1249,1,220425.063731533,5260809.06653807
481,1886,1,221999.28892219,5260748.75298367
482,1636,1,226814.047054819,5260522.56653066
483,720,1,224785.741282148,5259006.77698576
484,1636,1,226736.277565346,5258907.34984823
485,1886,1,221915.63895428,5259113.02281319
486,247,1,219970.653991106,5222136.13058679
487,218,1,223134.23298257,5222011.67971672
488,426,1,227409.116164784,5257257.82555495
489,426,1,227773.057366961,5257239.36417526
490,1175,1,228708.769451251,5257196.98108094
491,1175,1,229259.608581197,5257175.33570411
492,1463,1,229881.013889353,5257150.9320907
493,1461,1,229881.013889353,5257150.9320907
494,1307,1,231536.315567612,5257077.82170081
495,825,1,237960.411306615,5256022.05382918
496,353,1,229749.831653266,5226538.56567335
497,2764,1,229749.831653266,5226538.56567335
498,924,1,228428.279606429,5260450.83643765
499,1176,1,223592.782077852,5260659.08807062
500,1408,1,221915.63895428,5259113.02281319
501,1883,1,223519.8220295,5259042.41280987
502,2336,1,223134.23298257,5222011.67971672
503,352,1,221533.19812253,5222062.21633519
504,3282,1,219970.653991106,5222136.13058679
505,426,1,231616.857799426,5257074.43961405
506,1308,1,231536.315567612,5257077.82170081
507,2016,1,239574.731964629,5255952.79392209
508,1463,1,230056.680598137,5260370.28240703
509,1405,1,228428.279606429,5260450.83643765
510,722,1,228159.313001207,5260464.54199009
511,1466,1,225192.58645168,5260600.95833209
512,1176,1,223519.8220295,5259042.41280987
513,2046,1,239574.731964629,5255952.79392209
514,1461,1,230056.680598137,5260370.28240703
515,1460,1,230056.680598137,5260370.28240703
516,1635,1,226814.047054819,5260522.56653066
517,1231,1,224460.96600491,5260628.67858943
518,1883,1,223592.782077852,5260659.08807062
