cat,a_cat,a_osm_id,a_code,a_fclass,a_name,a_ref,a_oneway,a_maxspeed,a_layer,a_bridge,a_tunnel,b_cat,to_x,to_y
178,174417,"18178737",5122,"residential","145th Street",,"B",0,0,"F","F",1,216269.805463764,5257769.98276024
179,346509,"158444042",5142,"track","Agassiz Central Trail",,"B",0,1,"T","F",1,232402.976313326,5257041.23396102
180,174477,"18178851",5122,"residential","300th Street",,"B",0,0,"F","F",1,241245.165725313,5255880.32703031
181,66926,"18048243",5122,"residential","150th Street North",,"B",0,0,"F","F",1,235712.777489881,5214519.27128031
182,173531,"18177332",5113,"primary","250th Street","MN 9","B",0,0,"F","F",1,233456.887988855,5263450.13233057
183,173967,"18177966",5121,"unclassified","280th Street",,"B",0,0,"F","F",1,238202.867114578,5261660.39842553
184,174230,"18178417",5122,"residential","220th Street",,"B",0,0,"F","F",1,227305.527354457,5243586.39773381
185,67170,"18048522",5121,"unclassified","20th Street North",,"B",0,0,"F","F",1,215345.908033299,5227182.02277215
186,66118,"18047321",5121,"unclassified","5th Street North",,"B",0,0,"F","F",1,213672.904326396,5225630.23879579
187,493644,"640377047",5115,"tertiary","30th Street North","CR 5","B",0,0,"F","F",1,216887.415365172,5225505.4265672
188,348900,"159711406",5142,"track","FireFrost ATV Trail",,"B",0,1,"T","F",1,211587.444050742,5247518.25674126
189,173773,"18177640",5113,"primary",,"MN 9","B",0,0,"F","F",1,234645.803798574,5228725.14127866
190,67690,"18049176",5121,"unclassified","90th Street North","CR 73","B",0,0,"F","F",1,226467.253401328,5225106.61845027
191,66245,"18047467",5121,"unclassified","North 130th Street",,"B",0,0,"F","F",1,232853.158753209,5224776.62034969
192,674271,"889404664",5141,"service",,,"B",0,0,"F","F",1,219058.480481447,5225406.70027759
193,67348,"18048754",5121,"unclassified","60th Street North",,"B",0,0,"F","F",1,221668.948810214,5225284.82052243
